SpO₂,HR,PI,RR,EtCO₂,FiO₂,PRV,BP,Skin Temperature,Motion/Activity index,PVI,Hb level,SV,CO,Blood Flow Index,PPG waveform features,Signal Quality Index,Respiratory effort,O₂ extraction ratio,SNR,oximetry,latitude,longitude,station,QoS,revision,continent,city
96.49149818550518,75.41003526846688,11.966949914809188,14.781380397782184,38.81420067150603,60.44724405468924,130.45295501918872,97.6863815232339,34.71886474343365,8.254118166818394,15.959107730069473,15.330012776264724,79.03925888371359,4.000203016040966,80.40141179098441,36.37050015016135,51.040438233303576,27.83096540302452,0.2863864789656764,26.305033792861344,1.0,6.84019,79.87116,108,3,1470182400,4,26
97.6576202022354,90.3145107487272,9.500073970500887,16.11878647540615,42.52882800164747,60.18363771900802,106.65162669896846,107.8916098152544,36.72039923558302,9.51458408896901,16.412643369674964,15.270661341237892,82.56490132189299,4.07308043488099,63.098635982566975,26.19463310578287,50.54919925740293,51.16960543025684,0.2577522835754138,28.282577523808087,1.0,-29.2975,-51.50361,75,2,1735603200,1,107
96.5281617017544,79.12714674262476,11.26800460778397,15.9216476456498,41.262696432982814,76.90571595013905,131.5206565292593,109.4883011735955,36.72039923558302,10.435297957291253,15.772001299937784,15.476009459810223,84.2947386179144,4.000804944581417,47.46704507083592,47.91500491715863,44.39021267489309,45.069050419009216,0.2552568992963061,34.5298328375526,1.0,9.3337,122.8637,396,2,1724630400,4,73
98.19566003211403,83.01590927867744,14.140633201735598,14.443310400028738,40.28349429450763,59.02741969031985,144.70214058853193,101.91511500913673,34.85527876588324,8.896198432154122,15.6239550911714,14.060154308086936,81.23876889552889,4.003648707622395,36.13953752706607,51.78827107710286,55.517932265019,29.478668670247465,0.2550973586370593,36.13675852999816,1.0,33.54428,-84.23381,439,0,1721001600,1,84
97.57352672412313,83.38899875561799,9.058458235164196,17.513347446730204,39.84440063567248,49.96522180904367,111.9773703547586,98.44155408864114,36.72039923558302,7.009457061234356,16.499528857281216,13.9853963494098,89.12497671602212,4.004251025746033,47.40930009777742,86.55960378941118,40.0416460806035,53.128176062360666,0.2863584021344926,23.64881309669371,1.0,50.80019,7.20769,417,3,1718150400,6,15
97.57352672412313,83.38899875561799,9.058458235164196,17.513347446730204,39.84440063567248,49.96522180904367,111.9773703547586,98.44155408864114,36.72039923558302,7.009457061234356,16.499528857281216,13.9853963494098,89.12497671602212,4.004251025746033,47.40930009777742,86.55960378941118,40.0416460806035,53.128176062360666,0.2863584021344926,23.64881309669371,1.0,50.80019,7.20769,417,2,1540252800,6,15
97.57352672412313,83.38899875561799,9.058458235164196,17.513347446730204,39.84440063567248,49.96522180904367,111.9773703547586,98.44155408864114,36.72039923558302,7.009457061234356,16.499528857281216,13.9853963494098,89.12497671602212,4.004251025746033,47.40930009777742,86.55960378941118,40.0416460806035,53.128176062360666,0.2863584021344926,23.64881309669371,1.0,50.80019,7.20769,417,2,1733788800,6,15
98.62066540550788,90.85695541920848,12.113434533315422,15.152969674343296,39.133886005241465,44.72163698114142,80.76314138176792,105.27652109460958,35.71921536817447,9.135247497881451,17.10213964555498,14.567386206000796,75.4582193779079,4.091507746003773,55.45917534467435,56.21861210712111,54.65741114604867,52.53237366516803,0.2652418061255919,23.256950973384946,1.0,50.8,3.16667,502,0,1448668800,6,20
98.41107068070916,92.17651573644524,8.039367573478003,17.051921857705324,41.866495881526184,66.79531862437153,97.57864759264253,109.06729981636316,35.21688427451339,7.078369538337739,16.014975980855496,15.054218389143887,80.78107110456986,4.260115959074696,43.137952029276505,35.806114316545276,55.80827495345133,49.22139346011143,0.261435311718331,34.33327423849319,1.0,7.62789,4.74161,186,2,1689724800,0,62
96.57148745568824,92.17651573644524,8.76953694100716,14.443310400028738,42.58197106382287,43.41273289442279,149.9611373820599,106.862127634603,36.72039923558302,9.586350930772324,14.973057615353229,15.546641043106836,87.0279166092026,4.360032496986356,50.57903931525942,50.95750559275882,45.71450897501492,20.5253803999641,0.2055289088196264,31.717632822945212,1.0,-37.32167,-59.13316,448,0,1697673600,2,21
96.57148745568824,92.17651573644524,8.76953694100716,14.443310400028738,42.58197106382287,43.41273289442279,149.9611373820599,106.862127634603,36.72039923558302,9.586350930772324,14.973057615353229,15.546641043106836,87.0279166092026,4.360032496986356,50.57903931525942,50.95750559275882,45.71450897501492,20.5253803999641,0.2055289088196264,31.717632822945212,1.0,-37.32167,-59.13316,448,2,1530489600,2,21
96.57148745568824,92.17651573644524,8.76953694100716,14.443310400028738,42.58197106382287,43.41273289442279,149.9611373820599,106.862127634603,36.72039923558302,9.586350930772324,14.973057615353229,15.546641043106836,87.0279166092026,4.360032496986356,50.57903931525942,50.95750559275882,45.71450897501492,20.5253803999641,0.2055289088196264,31.717632822945212,1.0,-37.32167,-59.13316,448,1,1553212800,2,21
